0.475000	-0.200000	0.732074	0.732074\\ 
0.475000	-0.175000	0.759716	0.759716\\ 
0.475000	-0.150000	0.787357	0.787357\\ 
0.475000	-0.125000	0.814999	0.814999\\ 
0.475000	-0.100000	0.842641	0.842641\\ 
0.475000	-0.075000	0.870283	0.870283\\ 
0.475000	-0.050000	0.897925	0.897925\\ 
0.475000	-0.025000	0.925566	0.925566\\ 
0.475000	0.000000	0.953208	0.953208\\ 
0.475000	0.025000	0.980850	0.980850\\ 
0.475000	0.050000	1.008492	1.008492\\ 
0.475000	0.075000	1.036134	1.036134\\ 
0.475000	0.100000	1.063775	1.063775\\ 
0.475000	0.125000	1.091417	1.091417\\ 
0.475000	0.150000	1.119059	1.119059\\ 
0.475000	0.175000	1.146701	1.146701\\ 
0.475000	0.200000	1.174342	1.174342\\ 
0.475000	0.225000	1.201984	1.201984\\ 
0.475000	0.250000	1.229626	1.229626\\ 
0.475000	0.275000	1.257268	1.257268\\ 
0.475000	0.300000	1.284910	1.284910\\ 
0.475000	0.325000	1.312551	1.312551\\ 
0.475000	0.350000	1.340193	1.340193\\ 
0.475000	0.375000	1.367835	1.367835\\ 
0.475000	0.400000	1.395477	1.395477\\ 
0.475000	0.425000	1.423119	1.423119\\ 
0.475000	0.450000	1.450760	1.450760\\ 
0.475000	0.475000	1.478402	1.478402\\ 
0.475000	0.500000	1.506044	1.506044\\ 
0.500000	-0.500000	0.450541	0.450541\\ 
0.500000	-0.475000	0.478183	0.478183\\ 
0.500000	-0.450000	0.505825	0.505825\\ 
0.500000	-0.425000	0.533467	0.533467\\ 
0.500000	-0.400000	0.561108	0.561108\\ 
0.500000	-0.375000	0.588750	0.588750\\ 
0.500000	-0.350000	0.616392	0.616392\\ 
0.500000	-0.325000	0.644034	0.644034\\ 
0.500000	-0.300000	0.671676	0.671676\\ 
0.500000	-0.275000	0.699317	0.699317\\ 
0.500000	-0.250000	0.726959	0.726959\\ 
0.500000	-0.225000	0.754601	0.754601\\ 
0.500000	-0.200000	0.782243	0.782243\\ 
0.500000	-0.175000	0.809884	0.809884\\ 
0.500000	-0.150000	0.837526	0.837526\\ 
0.500000	-0.125000	0.865168	0.865168\\ 
0.500000	-0.100000	0.892810	0.892810\\ 
0.500000	-0.075000	0.920452	0.920452\\ 
0.500000	-0.050000	0.948093	0.948093\\ 
0.500000	-0.025000	0.975735	0.975735\\ 
0.500000	0.000000	1.003377	1.003377\\ 
0.500000	0.025000	1.031019	1.031019\\ 
0.500000	0.050000	1.058661	1.058661\\ 
0.500000	0.075000	1.086302	1.086302\\ 
0.500000	0.100000	1.113944	1.113944\\ 
0.500000	0.125000	1.141586	1.141586\\ 
0.500000	0.150000	1.169228	1.169228\\ 
0.500000	0.175000	1.196870	1.196870\\ 
0.500000	0.200000	1.224511	1.224511\\ 
0.500000	0.225000	1.252153	1.252153\\ 
0.500000	0.250000	1.279795	1.279795\\ 
0.500000	0.275000	1.307437	1.307437\\ 
0.500000	0.300000	1.335078	1.335078\\ 
0.500000	0.325000	1.362720	1.362720\\ 
0.500000	0.350000	1.390362	1.390362\\ 
0.500000	0.375000	1.418004	1.418004\\ 
0.500000	0.400000	1.445646	1.445646\\ 
0.500000	0.425000	1.473287	1.473287\\ 
0.500000	0.450000	1.500929	1.500929\\ 
0.500000	0.475000	1.528571	1.528571\\ 
0.500000	0.500000	1.556213	1.556213\\ 
